id,price
0,2869.3349178684484
1,5674.351223083274
2,9479.327811157047
3,4080.081424170227
4,1638.9484137434276
5,6148.169961914339
6,4863.146394298267
7,4201.3479781247415
8,5235.036733421747
9,15029.390143094686
10,4539.5122300216
11,846.1589892248221
12,3121.1118536185622
13,1571.6906096731109
14,2499.4642614440368
15,1143.484508335926
16,1484.4643886361628
17,3882.277052781019
18,4218.482247731472
19,883.0246101961296
20,2226.0400071689146
21,5015.594856794481
22,4080.5241299604654
23,605.9263777815329
24,16154.932612001749
25,1186.8876359463106
26,687.8916804466132
27,1077.895628295079
28,1644.3937753571379
29,924.3125701801532
30,10238.79310507881
31,644.7577777019203
32,4205.6347651383185
33,755.7190864584676
34,629.7267006625852
35,2458.593211929982
36,6112.103856024677
37,2730.8368678716915
38,2768.3490434025916
39,661.9027318245156
40,509.9097299197354
41,9029.52861843254
42,859.2890934150796
43,1851.1140942046995
44,10670.591473930523
45,2439.877329135374
46,921.9611448948667
47,855.459977609932
48,1186.8397466001322
49,2873.1117514584334
50,592.9412184718714
51,4577.119119118272
52,2945.361911904926
53,6924.098266281749
54,5462.56921871654
55,2347.10193003134
56,9398.00471637151
57,2363.112014479118
58,4288.827649034062
59,2887.9617700429535
60,1195.1640389615757
61,566.1549567750917
62,6906.127730127107
63,1071.4176643321143
64,8658.177381296951
65,17768.023828506317
66,925.9217075836796
67,11541.605713962233
68,5320.087373040291
69,9577.874154936764
70,465.6346140805469
71,629.7514428153045
72,858.4833193022248
73,1268.404743809727
74,5124.166774113734
75,1907.0760432175498
76,8514.295878114732
77,14136.211712454442
78,2745.143868107103
79,6606.771319890344
80,10786.992545543913
81,1996.039024243351
82,14839.040363126789
83,6577.026843502961
84,872.6877324848875
85,7406.421951802777
86,1026.8426941010528
87,12879.460757792209
88,8778.970922586825
89,15273.836510971481
90,4719.283029134308
91,1333.2255706016954
92,995.9400159021534
93,932.9813302866814
94,12370.420758868593
95,563.4214565590844
96,14322.768598386216
97,15176.313626304987
98,12818.329868505036
99,754.7410032407188
100,2534.931004429593
101,778.9929020261209
102,697.9069516746856
103,481.36178366901754
104,1030.9379697120476
105,1699.3410719053288
106,1366.4999313403346
107,800.1997598747508
108,1169.373368018383
109,657.2347642694214
110,636.2486079225025
111,1088.397880345953
112,1862.1937104790877
113,1618.2299234236355
114,1488.405862763154
115,5023.38865549574
116,5259.606965428738
117,14905.103739706248
