id,price
0,2811.478949414682
1,5537.650603504929
2,9550.942773620553
3,4034.6899478531527
4,1649.0327463387653
5,6351.616788629459
6,4661.623930384158
7,4282.4787344812175
8,5349.9009145256205
9,15046.943428784922
10,4468.425718014036
11,830.860569123529
12,2993.9411243007285
13,1515.3275645442034
14,2531.0440934708813
15,1142.649223833452
16,1471.9648784392348
17,3984.719558800422
18,4102.02164541184
19,863.4020554087542
20,2011.726060538296
21,4817.493440762352
22,4210.636823242099
23,629.0949759229615
24,16293.543837715333
25,1149.6396728497239
26,689.6276516414399
27,1031.9361551925554
28,1555.3504561669215
29,890.260545722875
30,10339.73517203759
31,629.3497428979208
32,4310.263130268027
33,743.8336298819564
34,708.57154434624
35,2460.1813389158924
36,6223.047092554781
37,2703.5090508794124
38,2766.4683632823076
39,621.0324864137408
40,496.46544980152765
41,9033.107785607124
42,805.091642135443
43,1810.2881538748452
44,10448.403464604302
45,2394.733817074344
46,953.7594550039117
47,821.9855605833507
48,1097.7886039561288
49,2873.9009703841034
50,597.0286229482763
51,4568.573380450331
52,2862.829054436069
53,7249.266701156888
54,5448.920904476811
55,2227.15556828683
56,9322.192992163024
57,2367.146050490316
58,4269.173752365947
59,2746.5416808628224
60,1237.3534757182574
61,532.9306859353679
62,6929.430501368423
63,1739.881943215024
64,8491.925096346484
65,17680.82954524771
66,933.2897246821715
67,11808.39341965871
68,5475.322204504873
69,9559.65959658089
70,441.69897690028165
71,617.9526102912449
72,828.2122310285079
73,1305.803461976445
74,5048.053273745644
75,1926.4956011079303
76,8292.45521822263
77,13924.164170681692
78,2696.0235985110576
79,6634.3049575164105
80,11042.857317412216
81,2018.878170499891
82,15157.226836722783
83,6599.033026279847
84,880.9178022925975
85,8119.667251821407
86,1006.5970091468173
87,12853.093724807131
88,8705.992027823397
89,15171.631197523286
90,4898.940549378831
91,1444.8152440492493
92,988.974118817835
93,961.5033790748383
94,13035.25534392106
95,478.5610961123518
96,14415.433090939798
97,15547.767444903393
98,12949.836732583788
99,736.2312870707602
100,2567.3136593420954
101,740.9669133488252
102,725.7598425311834
103,607.8229620360834
104,1087.8291401026809
105,1690.1495102574695
106,1410.1446906999836
107,756.2720458006492
108,1150.1171725800373
109,630.3635546930901
110,581.917648721307
111,1096.4395967974701
112,1858.2914471986842
113,1591.761427706335
114,1415.3017026415994
115,4827.923104861828
116,5092.939100682879
117,14502.906787149132
118,470.3192110129416
119,16749.815670919354
120,1389.2993738564057
121,1558.2268178261343
122,1100.9597683850116
123,528.6610438610412
124,738.4666360043803
125,1436.2524794337144
126,1102.7443092152098
127,13307.584607229739
128,5527.765099591638
129,5206.744113347786
130,6417.9377436020295
131,3303.1001323730216
132,6650.629446722262
133,1024.190284064258
134,3723.477717973576
135,1144.2422955455913
136,588.4891905965494
137,7266.498779259048
138,530.2641477987595
139,4367.467767130361
140,863.0117604823382
141,932.8007487956916
142,3629.288595771653
143,3633.5543827251736
144,791.2623733810058
145,6043.946651513932
146,16367.748538204993
147,5146.209779462677
